,state,county,candidate,party,total_votes,won,fips,state_code,male,female,median_age,population,female_percentage,lat,long,color
5225,Louisiana,St. Charles Parish,Donald Trump,REP,18233,True,22089,LA,26121,26603,37.6,52724,50.45709733707609,29.90547792260613,-90.35819453782207,red
5238,Louisiana,St. Helena Parish,Joe Biden,DEM,3346,True,22091,LA,5039,5372,38.9,10411,51.599270002881575,30.821990180022983,-90.71034058499495,blue
5251,Louisiana,St. James Parish,Joe Biden,DEM,6510,True,22093,LA,10266,11091,39.9,21357,51.93145104649528,30.0263032973775,-90.79633114690304,blue
5264,Louisiana,St. John the Baptist Parish,Joe Biden,DEM,13582,True,22095,LA,21308,22138,36.6,43446,50.95520876490357,30.12646198700875,-90.4708998377762,blue
5277,Louisiana,St. Landry Parish,Donald Trump,REP,23171,True,22097,LA,40151,43298,36.3,83449,51.885582811058256,30.59884606571961,-92.00586173223284,red
5290,Louisiana,St. Martin Parish,Donald Trump,REP,18203,True,22099,LA,26452,27300,37.1,53752,50.78880785831225,30.129089210862354,-91.60830333719817,red
5303,Louisiana,St. Mary Parish,Donald Trump,REP,14811,True,22101,LA,25607,26127,39.1,51734,50.502570843159226,29.704657230058714,-91.44315054449581,red
5316,Louisiana,St. Tammany Parish,Donald Trump,REP,99666,True,22103,LA,122347,129746,40.1,252093,51.4675139730179,30.410226174857893,-89.95830120045963,red
5329,Louisiana,Tangipahoa Parish,Donald Trump,REP,37806,True,22105,LA,63237,67267,35.1,130504,51.5440139765831,30.62662973972356,-90.40567708457527,red
5342,Louisiana,Tensas Parish,Joe Biden,DEM,1329,True,22107,LA,2296,2370,43.5,4666,50.79297042434634,32.00171084963555,-91.34009970357164,blue
5355,Louisiana,Terrebonne Parish,Donald Trump,REP,34339,True,22109,LA,55305,57282,35.8,112587,50.87798768952011,29.414774707271718,-90.86634415382021,red
5368,Louisiana,Union Parish,Donald Trump,REP,8407,True,22111,LA,11132,11343,41.7,22475,50.46941045606229,32.83184470092373,-92.37479320480213,red
5381,Louisiana,Vermilion Parish,Donald Trump,REP,21930,True,22113,LA,29121,30746,37.4,59867,51.35717507140829,29.846540867136248,-92.32380995608955,red
5394,Louisiana,Vernon Parish,Donald Trump,REP,14107,True,22115,LA,27126,23881,30.1,51007,46.819064050032345,31.108311371340818,-93.18421037121315,red
5407,Louisiana,Washington Parish,Donald Trump,REP,13307,True,22117,LA,22963,23494,39.5,46457,50.57149622231311,30.85332284754569,-90.0404525746615,red
5420,Louisiana,Webster Parish,Donald Trump,REP,11830,True,22119,LA,19242,20389,40.8,39631,51.44709949282128,32.713469494696554,-93.3349740823823,red
5433,Louisiana,West Baton Rouge Parish,Donald Trump,REP,7684,True,22121,LA,12863,12997,36.2,25860,50.25908739365815,30.463412839940005,-91.31273518245304,red
5446,Louisiana,West Carroll Parish,Donald Trump,REP,4317,True,22123,LA,5704,5476,39.8,11180,48.980322003577825,32.78849999046148,-91.45676951494279,red
5459,Louisiana,West Feliciana Parish,Donald Trump,REP,3863,True,22125,LA,9802,5575,40.6,15377,36.255446445990756,30.879803942901578,-91.42000659634706,red
5472,Louisiana,Winn Parish,Donald Trump,REP,4619,True,22127,LA,7733,6761,40.8,14494,46.64688836760039,31.944258429111706,-92.63668640558627,red
5485,Maryland,Allegany County,Donald Trump,REP,20886,True,24001,MD,37646,34331,41.7,71977,47.697181043944596,39.62145040002555,-78.69761748858406,red
5491,Maryland,Anne Arundel County,Joe Biden,DEM,172823,True,24003,MD,281176,286520,38.4,567696,50.470674445477854,39.00646279521253,-76.60506838121917,blue
5497,Maryland,Baltimore County,Joe Biden,DEM,258409,True,24005,MD,392421,435204,39.3,827625,52.58468509288629,39.462711425826384,-76.63929187944449,blue
5503,Maryland,Calvert County,Donald Trump,REP,25346,True,24009,MD,45307,45775,40.8,91082,50.25691135460354,38.54336128225929,-76.56867913014331,red
5509,Maryland,Caroline County,Donald Trump,REP,10283,True,24011,MD,16021,16854,40.2,32875,51.266920152091245,38.87171301997135,-75.83155513760049,red
5515,Maryland,Carroll County,Donald Trump,REP,60218,True,24013,MD,82841,84681,42.4,167522,50.549181600028646,39.56288409391596,-77.02254594636807,red
5521,Maryland,Cecil County,Donald Trump,REP,29439,True,24015,MD,51149,51368,40.4,102517,50.106811553205816,39.57124103764159,-75.94073959021587,red
5527,Maryland,Charles County,Joe Biden,DEM,62171,True,24017,MD,76071,81600,38.3,157671,51.75333447495101,38.50729459505157,-76.99216185240928,blue
5533,Maryland,Dorchester County,Donald Trump,REP,8764,True,24019,MD,15335,16926,44.5,32261,52.4658256098695,38.482909090317676,-76.01254892310256,red
5539,Maryland,Frederick County,Joe Biden,DEM,77675,True,24021,MD,122524,125948,39.2,248472,50.68901123667858,39.47223039383332,-77.39800660433312,blue
5545,Maryland,Garrett County,Donald Trump,REP,12002,True,24023,MD,14561,14815,45.6,29376,50.432325708061,39.528886014224454,-79.27293893642445,red
5551,Maryland,Harford County,Donald Trump,REP,80930,True,24025,MD,122763,128262,40.8,251025,51.09530923214819,39.56109150112221,-76.317056494158,red
5557,Maryland,Howard County,Joe Biden,DEM,129433,True,24027,MD,154285,161042,38.7,315327,51.071427438817494,39.25072395913638,-76.93118995344884,blue
5563,Maryland,Kent County,Joe Biden,DEM,5329,True,24029,MD,9344,10249,47.5,19593,52.30949829020568,39.25453705534912,-76.03992874008945,blue
5569,Maryland,Montgomery County,Joe Biden,DEM,419569,True,24031,MD,502389,537744,39.0,1040133,51.69954227007507,39.136333991721,-77.20418249327359,blue
5575,Maryland,Prince George's County,Joe Biden,DEM,379208,True,24033,MD,436446,469756,36.8,906202,51.8378904482665,38.8295270687039,-76.84727989038235,blue
5581,Maryland,Queen Anne's County,Donald Trump,REP,18741,True,24035,MD,24426,24929,44.3,49355,50.50957349812583,39.06801418233741,-76.02027633327394,red
5587,Maryland,St. Mary's County,Donald Trump,REP,30826,True,24037,MD,55552,55979,36.5,111531,50.19142659888283,38.30239758454197,-76.60584716144646,red
5593,Maryland,Somerset County,Donald Trump,REP,5739,True,24039,MD,13833,11904,36.6,25737,46.25247697866885,38.11578047589777,-75.75175601712462,red
5599,Maryland,Talbot County,Joe Biden,DEM,11062,True,24041,MD,17626,19585,50.2,37211,52.63228615194432,38.771346017291926,-76.09710010326233,blue
5605,Maryland,Washington County,Donald Trump,REP,40224,True,24043,MD,76098,73713,40.5,149811,49.203997036265704,39.603606714399575,-77.81395284237897,red
5611,Maryland,Wicomico County,Donald Trump,REP,22944,True,24045,MD,48535,53637,35.8,102172,52.496770152292214,38.37329433269885,-75.62078298453397,red
5617,Maryland,Worcester County,Donald Trump,REP,18571,True,24047,MD,25283,26281,50.1,51564,50.9677294236289,38.212778547972775,-75.33400402915551,red
5623,Maryland,Baltimore city,Joe Biden,DEM,207260,True,24510,MD,288691,326009,35.1,614700,53.0354644542053,39.30507926509914,-76.61444153574693,blue
5629,Michigan,Alcona County,Donald Trump,REP,4848,True,26001,MI,5224,5140,58.2,10364,49.594751061366274,44.685404888528176,-83.59372645411456,red
5636,Michigan,Alger County,Donald Trump,REP,3014,True,26003,MI,5104,4090,49.4,9194,44.485534043941705,46.40864026690138,-86.60396541629683,red
5643,Michigan,Allegan County,Donald Trump,REP,41392,True,26005,MI,57586,57664,39.6,115250,50.03383947939263,42.59127317715206,-85.88843866323575,red
5650,Michigan,Alpena County,Donald Trump,REP,10686,True,26007,MI,14095,14517,47.8,28612,50.737452816999856,45.03486333089978,-83.62580678740301,red
5657,Michigan,Antrim County,Donald Trump,REP,9748,True,26009,MI,11515,11662,50.7,23177,50.31712473572939,44.99907784913144,-85.140234769739,red
5664,Michigan,Arenac County,Donald Trump,REP,5928,True,26011,MI,7681,7484,49.6,15165,49.35047807451368,44.064654870677096,-83.89403739327561,red
5671,Michigan,Baraga County,Donald Trump,REP,2512,True,26013,MI,4720,3787,45.0,8507,44.51628071000353,46.66262050098693,-88.3651856167333,red
5678,Michigan,Barry County,Donald Trump,REP,23471,True,26015,MI,30248,29809,42.6,60057,49.6345138784821,42.59503952303413,-85.3089587361148,red
5685,Michigan,Bay County,Donald Trump,REP,33125,True,26017,MI,51486,53300,43.3,104786,50.86557364533431,43.708004234236654,-83.99157753360016,red
5692,Michigan,Benzie County,Donald Trump,REP,6601,True,26019,MI,8743,8809,49.6,17552,50.1880127620784,44.63872337331235,-86.01553792284146,red
5699,Michigan,Berrien County,Donald Trump,REP,43519,True,26021,MI,75737,79070,41.9,154807,51.07650170857907,41.95467785265564,-86.41226759942244,red
5706,Michigan,Branch County,Donald Trump,REP,14064,True,26023,MI,22485,21099,41.3,43584,48.40996696035242,41.91613791031949,-85.05902456379133,red
5713,Michigan,Calhoun County,Donald Trump,REP,36221,True,26025,MI,65782,68691,39.8,134473,51.08162976954481,42.24654189651943,-85.00558481697642,red
5720,Michigan,Cass County,Donald Trump,REP,16699,True,26027,MI,25789,25671,45.0,51460,49.88534784298485,41.915361117474156,-85.99348946327333,red
5727,Michigan,Charlevoix County,Donald Trump,REP,9841,True,26029,MI,12907,13312,48.1,26219,50.772340668980505,45.302153501855706,-85.12633662004602,red
5734,Michigan,Cheboygan County,Donald Trump,REP,10186,True,26031,MI,12720,12738,50.7,25458,50.03535234503889,45.44651949166065,-84.49990074041696,red
5741,Michigan,Chippewa County,Donald Trump,REP,10681,True,26033,MI,20794,17040,39.7,37834,45.03885394089971,46.30527017878921,-84.57768765058148,red
5748,Michigan,Clare County,Donald Trump,REP,10861,True,26035,MI,15159,15457,47.2,30616,50.486673634700814,43.987899085720265,-84.84786304982485,red
5755,Michigan,Clinton County,Donald Trump,REP,25098,True,26037,MI,38528,39368,40.6,77896,50.5391804457225,42.94366369814436,-84.60151722532484,red
5762,Michigan,Crawford County,Donald Trump,REP,5087,True,26039,MI,7060,6776,50.5,13836,48.97369181844464,44.68366237271217,-84.61029577233406,red
5769,Michigan,Delta County,Donald Trump,REP,13207,True,26041,MI,17998,18192,47.0,36190,50.26802984249793,45.91911878044002,-86.92422759920862,red
5776,Michigan,Dickinson County,Donald Trump,REP,9617,True,26043,MI,12754,12816,46.4,25570,50.12123582323035,46.00914879465492,-87.87024586054838,red
5783,Michigan,Eaton County,Donald Trump,REP,31798,True,26045,MI,53353,55802,41.0,109155,51.121799276258535,42.596075986429106,-84.83830305457961,red
5790,Michigan,Emmet County,Donald Trump,REP,12135,True,26047,MI,16307,16732,45.3,33039,50.643179272980426,45.520958023054455,-84.8907968622403,red
5797,Michigan,Genesee County,Joe Biden,DEM,119390,True,26049,MI,197382,211979,40.3,409361,51.78290066713732,43.02172072778064,-83.70670934605141,blue
5804,Michigan,Gladwin County,Donald Trump,REP,9893,True,26051,MI,12739,12550,49.8,25289,49.62631974376211,43.99065809369387,-84.38827198261124,red
5811,Michigan,Gogebic County,Donald Trump,REP,4600,True,26053,MI,8324,7090,48.8,15414,45.99714545218632,46.40889569961669,-89.69443186223884,red
5818,Michigan,Grand Traverse County,Donald Trump,REP,30502,True,26055,MI,45367,46379,42.9,91746,50.55152268218777,44.66876259437189,-85.56049219584047,red
5825,Michigan,Gratiot County,Donald Trump,REP,12102,True,26057,MI,21961,19106,39.2,41067,46.523973019699525,43.2927348787581,-84.60492495633048,red
5832,Michigan,Hillsdale County,Donald Trump,REP,17037,True,26059,MI,22798,23032,42.2,45830,50.255291293912286,41.88778448980543,-84.59294121082296,red
5839,Michigan,Houghton County,Donald Trump,REP,10378,True,26061,MI,19668,16692,32.7,36360,45.90759075907591,46.89776972451021,-88.68741070168879,red
5846,Michigan,Huron County,Donald Trump,REP,12731,True,26063,MI,15692,15851,49.0,31543,50.25203690200678,43.833356784079285,-83.02323063095507,red
5853,Michigan,Ingham County,Joe Biden,DEM,94212,True,26065,MI,140970,148594,31.8,289564,51.3164619911315,42.59709920499779,-84.37354629324938,blue
5860,Michigan,Ionia County,Donald Trump,REP,20657,True,26067,MI,34053,30123,38.7,64176,46.93810770381451,42.945096221758476,-85.07460483933048,red
5867,Michigan,Iosco County,Donald Trump,REP,9759,True,26069,MI,12578,12669,52.6,25247,50.18021943201172,44.35584286069495,-83.63585219965866,red
5874,Michigan,Iron County,Donald Trump,REP,4216,True,26071,MI,5595,5617,54.1,11212,50.098109168747776,46.20869189093703,-88.53054536007389,red
5881,Michigan,Isabella County,Donald Trump,REP,14815,True,26073,MI,34371,36404,27.7,70775,51.43624161073825,43.64061189724517,-84.84678502552093,red
5888,Michigan,Jackson County,Donald Trump,REP,47372,True,26075,MI,81205,77708,41.2,158913,48.89971242126194,42.248488672943814,-84.42342720822928,red
5895,Michigan,Kalamazoo County,Joe Biden,DEM,83686,True,26077,MI,128025,133548,34.2,261573,51.05572822883096,42.24546050037149,-85.53118545999638,blue
5902,Michigan,Kalkaska County,Donald Trump,REP,7436,True,26079,MI,8908,8555,44.5,17463,48.98929164519269,44.68466839733204,-85.0902082336636,red
5909,Michigan,Kent County,Joe Biden,DEM,187915,True,26081,MI,316734,326406,35.1,643140,50.751935814908116,43.032150746298676,-85.54929358545455,blue
5916,Michigan,Keweenaw County,Donald Trump,REP,862,True,26083,MI,1111,1019,56.7,2130,47.84037558685446,47.627912427296636,-88.43455698913668,red
5923,Michigan,Lake County,Donald Trump,REP,3946,True,26085,MI,6000,5763,52.7,11763,48.992603927569505,43.99011423998927,-85.80163340089419,red
5930,Michigan,Lapeer County,Donald Trump,REP,35482,True,26087,MI,44842,43360,43.9,88202,49.15988299585044,43.090146491516535,-83.22178479226352,red
5937,Michigan,Leelanau County,Joe Biden,DEM,8795,True,26089,MI,10742,10897,53.7,21639,50.35814963722908,44.93858766897153,-85.81179899365912,blue
5944,Michigan,Lenawee County,Donald Trump,REP,31541,True,26091,MI,49815,48659,41.7,98474,49.41304303674065,41.89512250276229,-84.06638650712036,red
5951,Michigan,Livingston County,Donald Trump,REP,76982,True,26093,MI,94566,93916,43.2,188482,49.82756974140767,42.60291957076581,-83.91152697469397,red
5958,Michigan,Luce County,Donald Trump,REP,2109,True,26095,MI,3743,2621,44.7,6364,41.18478944060339,46.47066021814358,-85.54436929078766,red
5965,Michigan,Mackinac County,Donald Trump,REP,4304,True,26097,MI,5463,5354,52.0,10817,49.49616344642693,46.08022583527386,-85.08684537671388,red
5972,Michigan,Macomb County,Donald Trump,REP,263863,True,26099,MI,422835,445869,40.8,868704,51.32576804066748,42.69553684973193,-82.93225129743344,red
5979,Michigan,Manistee County,Donald Trump,REP,8321,True,26101,MI,12658,11786,49.2,24444,48.21633120602193,44.33300255602308,-86.05682439490049,red
5986,Michigan,Marquette County,Joe Biden,DEM,20465,True,26103,MI,33703,33236,39.0,66939,49.6511749503279,46.431358092871506,-87.64158181052555,blue
5993,Michigan,Mason County,Donald Trump,REP,10207,True,26105,MI,14310,14574,46.1,28884,50.45700041545492,43.995167351034326,-86.24997444150631,red
6000,Michigan,Mecosta County,Donald Trump,REP,13267,True,26107,MI,21844,21420,36.5,43264,49.50998520710059,43.64077235529705,-85.3246034042141,red
6007,Michigan,Menominee County,Donald Trump,REP,8117,True,26109,MI,11781,11453,48.2,23234,49.29413790135147,45.58003372383715,-87.55656863414795,red
6014,Michigan,Midland County,Donald Trump,REP,27675,True,26111,MI,40980,42409,41.7,83389,50.85682763913706,43.6468432666558,-84.38811932010194,red
6021,Michigan,Missaukee County,Donald Trump,REP,6648,True,26113,MI,7668,7338,43.7,15006,48.90043982407039,44.33738905979475,-85.09472247755562,red
6028,Michigan,Monroe County,Donald Trump,REP,52710,True,26115,MI,73914,75785,42.4,149699,50.6249206741528,41.928687949059274,-83.53749270805024,red
6035,Michigan,Montcalm County,Donald Trump,REP,21815,True,26117,MI,32595,30614,40.7,63209,48.43297631666377,43.31095166468894,-85.15250861051292,red
6042,Michigan,Montmorency County,Donald Trump,REP,4171,True,26119,MI,4665,4596,55.7,9261,49.627470035633294,45.02761100196071,-84.12722099612124,red
6049,Michigan,Muskegon County,Joe Biden,DEM,45643,True,26121,MI,86083,86960,39.3,173043,50.25340522297926,43.29124704963481,-86.15204777272146,blue
6056,Michigan,Newaygo County,Donald Trump,REP,18857,True,26123,MI,24149,23993,42.5,48142,49.83797931120436,43.55419012689577,-85.80092248210477,red
6063,Michigan,Oakland County,Joe Biden,DEM,434148,True,26125,MI,610771,640072,40.9,1250843,51.171250108926536,42.66039550918399,-83.38580995060579,blue
6070,Michigan,Oceana County,Donald Trump,REP,8892,True,26127,MI,13412,13005,42.7,26417,49.22966271718968,43.6409336429488,-86.26757844064224,red
6077,Michigan,Ogemaw County,Donald Trump,REP,8253,True,26129,MI,10480,10448,50.3,20928,49.92354740061162,44.33496372914927,-84.12644419285914,red
6084,Michigan,Ontonagon County,Donald Trump,REP,2358,True,26131,MI,3054,2914,58.1,5968,48.827077747989286,46.66445524465624,-89.31487563468453,red
6091,Michigan,Osceola County,Donald Trump,REP,8928,True,26133,MI,11738,11494,43.8,23232,49.47486225895317,43.98980712486284,-85.32528706161058,red
6098,Michigan,Oscoda County,Donald Trump,REP,3466,True,26135,MI,4251,4026,52.1,8277,48.640811888365356,44.681766967316825,-84.12977083869964,red
6105,Michigan,Otsego County,Donald Trump,REP,9779,True,26137,MI,12061,12336,44.7,24397,50.563593884494,45.021389902181284,-84.59896837591236,red
6112,Michigan,Ottawa County,Donald Trump,REP,100913,True,26139,MI,140285,143749,35.0,284034,50.60978615236205,42.95984866611877,-85.99610113275752,red
6119,Michigan,Presque Isle County,Donald Trump,REP,5342,True,26141,MI,6386,6411,54.7,12797,50.097679143549264,45.340189778932384,-83.91760649420166,red
6126,Michigan,Roscommon County,Donald Trump,REP,9670,True,26143,MI,11857,12020,55.8,23877,50.34133266323239,44.33556783519355,-84.61156802895988,red
6133,Michigan,Saginaw County,Joe Biden,DEM,51088,True,26145,MI,93581,99197,40.8,192778,51.4565977445559,43.33504204167349,-84.05316962608012,blue
6140,Michigan,St. Clair County,Donald Trump,REP,59185,True,26147,MI,79300,80266,43.5,159566,50.30269606307108,42.93406660670191,-82.68053870319922,red
6147,Michigan,St. Joseph County,Donald Trump,REP,18127,True,26149,MI,30259,30638,39.7,60897,50.31118117477051,41.91444552158226,-85.52776352695598,red
6154,Michigan,Sanilac County,Donald Trump,REP,16194,True,26151,MI,20534,20842,45.1,41376,50.37219644238206,43.42359716649442,-82.82013549556152,red
6161,Michigan,Schoolcraft County,Donald Trump,REP,3090,True,26153,MI,3984,4085,51.6,8069,50.625852026273385,46.196556658915796,-86.19965630732088,red
6168,Michigan,Shiawassee County,Donald Trump,REP,23149,True,26155,MI,33801,34692,42.4,68493,50.65043143094915,42.95373653276428,-84.14672751939209,red
6175,Michigan,Tuscola County,Donald Trump,REP,20297,True,26157,MI,26732,26518,44.4,53250,49.799061032863854,43.46452228344518,-83.41688333230307,red
